date,timestamp,share_size,execution_price,remaining_shares,transaction_cost,action
2023-09-20,2023-09-20 13:30:00+00:00,2,179.69,998,6.278519904094595e-06,2
2023-09-20,2023-09-20 13:31:00+00:00,35,179.31,963,2.6264933147772528e-05,35
2023-09-20,2023-09-20 13:32:00+00:00,35,178.99,928,2.6264933147772528e-05,35
2023-09-20,2023-09-20 13:33:00+00:00,10,178.88,918,1.4039197303640975e-05,10
2023-09-20,2023-09-20 13:34:00+00:00,7,178.82,911,1.174603518858138e-05,7
2023-09-20,2023-09-20 13:35:00+00:00,10,178.9,901,1.4039197303640975e-05,10
2023-09-20,2023-09-20 13:36:00+00:00,10,178.87,891,1.4039197303640975e-05,10
2023-09-20,2023-09-20 13:37:00+00:00,31,178.79,860,2.471855758099036e-05,31
2023-09-20,2023-09-20 13:38:00+00:00,79,178.7,781,3.945988572400361e-05,79
2023-09-20,2023-09-20 13:39:00+00:00,86,178.66,695,4.11710082947068e-05,86
2023-09-20,2023-09-20 13:40:00+00:00,10,178.8,685,1.4039197303640975e-05,10
2023-09-20,2023-09-20 13:41:00+00:00,89,178.83,596,4.188295169018039e-05,89
2023-09-20,2023-09-20 13:42:00+00:00,56,178.81,540,3.3222804535606804e-05,56
2023-09-20,2023-09-20 13:43:00+00:00,7,178.51,533,1.174603518858138e-05,7
2023-09-20,2023-09-20 13:44:00+00:00,33,178.53,500,2.5503468412567888e-05,33
2023-09-20,2023-09-20 13:45:00+00:00,46,178.45,454,3.0110723675803213e-05,46
2023-09-20,2023-09-20 13:46:00+00:00,89,178.51,365,4.188295169018039e-05,89
2023-09-20,2023-09-20 13:47:00+00:00,12,178.44,353,1.5379170104939733e-05,12
2023-09-20,2023-09-20 13:48:00+00:00,33,178.34,320,2.5503468412567888e-05,33
2023-09-20,2023-09-20 13:49:00+00:00,48,178.18,272,3.0758340209879466e-05,48
2023-09-20,2023-09-20 13:50:00+00:00,77,178.22,195,3.895719149483587e-05,77
2023-09-20,2023-09-20 13:51:00+00:00,10,178.16,185,1.4039197303640975e-05,10
2023-09-20,2023-09-20 13:52:00+00:00,73,178.2,112,3.7931822323651786e-05,73
2023-09-20,2023-09-20 13:53:00+00:00,46,178.16,66,3.0110723675803213e-05,46
2023-09-20,2023-09-20 13:54:00+00:00,35,178.33,31,2.6264933147772528e-05,35
2023-09-20,2023-09-20 13:55:00+00:00,31,178.46,0,2.471855758099036e-05,33
2023-09-25,2023-09-25 13:30:00+00:00,46,175.13,954,3.0110723675803213e-05,46
2023-09-25,2023-09-25 13:31:00+00:00,63,174.97,891,3.523810556574414e-05,63
2023-09-25,2023-09-25 13:32:00+00:00,73,174.74,818,3.7931822323651786e-05,73
2023-09-25,2023-09-25 13:33:00+00:00,45,174.7,773,2.978163484746128e-05,45
2023-09-25,2023-09-25 13:34:00+00:00,33,174.54,740,2.5503468412567888e-05,33
2023-09-25,2023-09-25 13:35:00+00:00,56,174.62,684,3.3222804535606804e-05,56
2023-09-25,2023-09-25 13:36:00+00:00,56,174.74,628,3.3222804535606804e-05,56
2023-09-25,2023-09-25 13:37:00+00:00,77,174.73,551,3.895719149483587e-05,77
2023-09-25,2023-09-25 13:38:00+00:00,66,174.82,485,3.606735091660734e-05,66
2023-09-25,2023-09-25 13:39:00+00:00,10,174.67,475,1.4039197303640975e-05,10
2023-09-25,2023-09-25 13:40:00+00:00,89,174.9,386,4.188295169018039e-05,89
2023-09-25,2023-09-25 13:41:00+00:00,89,174.87,297,4.188295169018039e-05,89
2023-09-25,2023-09-25 13:42:00+00:00,10,174.9,287,1.4039197303640975e-05,10
2023-09-25,2023-09-25 13:43:00+00:00,37,174.94,250,2.700493520531149e-05,37
2023-09-25,2023-09-25 13:44:00+00:00,10,174.78,240,1.4039197303640975e-05,10
2023-09-25,2023-09-25 13:45:00+00:00,20,174.67,220,1.9854423231640855e-05,20
2023-09-25,2023-09-25 13:46:00+00:00,50,174.71,170,3.139259952047298e-05,50
2023-09-25,2023-09-25 13:47:00+00:00,13,174.79,157,1.600714775372952e-05,13
2023-09-25,2023-09-25 13:48:00+00:00,49,174.84,108,3.1077088e-05,49
2023-09-25,2023-09-25 13:49:00+00:00,40,174.8,68,2.807839460728195e-05,40
2023-09-25,2023-09-25 13:50:00+00:00,13,174.94,55,1.600714775372952e-05,13
2023-09-25,2023-09-25 13:51:00+00:00,55,174.93,0,3.292483614413411e-05,71
2023-09-26,2023-09-26 13:30:00+00:00,46,175.04,954,3.0110723675803213e-05,46
2023-09-26,2023-09-26 13:31:00+00:00,77,174.78,877,3.895719149483587e-05,77
2023-09-26,2023-09-26 13:32:00+00:00,33,174.59,844,2.5503468412567888e-05,33
2023-09-26,2023-09-26 13:33:00+00:00,79,174.63,765,3.945988572400361e-05,79
2023-09-26,2023-09-26 13:34:00+00:00,71,174.69,694,3.74085997145974e-05,71
2023-09-26,2023-09-26 13:35:00+00:00,10,174.6,684,1.4039197303640975e-05,10
2023-09-26,2023-09-26 13:36:00+00:00,45,174.61,639,2.978163484746128e-05,45
2023-09-26,2023-09-26 13:37:00+00:00,31,174.46,608,2.471855758099036e-05,31
2023-09-26,2023-09-26 13:38:00+00:00,77,174.67,531,3.895719149483587e-05,77
2023-09-26,2023-09-26 13:39:00+00:00,89,174.58,442,4.188295169018039e-05,89
2023-09-26,2023-09-26 13:40:00+00:00,35,174.68,407,2.6264933147772528e-05,35
2023-09-26,2023-09-26 13:41:00+00:00,15,174.56,392,1.719443489608891e-05,15
2023-09-26,2023-09-26 13:42:00+00:00,10,174.59,382,1.4039197303640975e-05,10
2023-09-26,2023-09-26 13:43:00+00:00,10,174.51,372,1.4039197303640975e-05,10
2023-09-26,2023-09-26 13:44:00+00:00,8,174.54,364,1.255703980818919e-05,8
2023-09-26,2023-09-26 13:45:00+00:00,86,174.47,278,4.11710082947068e-05,86
2023-09-26,2023-09-26 13:46:00+00:00,10,174.5,268,1.4039197303640975e-05,10
2023-09-26,2023-09-26 13:47:00+00:00,82,174.33,186,4.020214297311267e-05,82
2023-09-26,2023-09-26 13:48:00+00:00,10,174.2,176,1.4039197303640975e-05,10
2023-09-26,2023-09-26 13:49:00+00:00,46,174.15,130,3.0110723675803213e-05,46
2023-09-26,2023-09-26 13:50:00+00:00,8,173.87,122,1.255703980818919e-05,8
2023-09-26,2023-09-26 13:51:00+00:00,13,173.72,109,1.600714775372952e-05,13
2023-09-26,2023-09-26 13:52:00+00:00,35,173.67,74,2.6264933147772528e-05,35
2023-09-26,2023-09-26 13:53:00+00:00,36,173.52,38,2.6637504e-05,36
2023-09-26,2023-09-26 13:54:00+00:00,8,173.48,30,1.255703980818919e-05,8
2023-09-26,2023-09-26 13:55:00+00:00,30,173.49,0,2.4316603027390154e-05,71
2023-10-03,2023-10-03 13:30:00+00:00,78,172.84,922,3.920934423397525e-05,78
2023-10-03,2023-10-03 13:31:00+00:00,56,172.74,866,3.3222804535606804e-05,56
2023-10-03,2023-10-03 13:32:00+00:00,33,172.77,833,2.5503468412567888e-05,33
2023-10-03,2023-10-03 13:33:00+00:00,33,172.91,800,2.5503468412567888e-05,33
2023-10-03,2023-10-03 13:34:00+00:00,10,172.86,790,1.4039197303640975e-05,10
2023-10-03,2023-10-03 13:35:00+00:00,89,172.82,701,4.188295169018039e-05,89
2023-10-03,2023-10-03 13:36:00+00:00,71,173.01,630,3.74085997145974e-05,71
2023-10-03,2023-10-03 13:37:00+00:00,71,173.17,559,3.74085997145974e-05,71
2023-10-03,2023-10-03 13:38:00+00:00,48,173.27,511,3.0758340209879466e-05,48
2023-10-03,2023-10-03 13:39:00+00:00,13,173.14,498,1.600714775372952e-05,13
2023-10-03,2023-10-03 13:40:00+00:00,64,173.35,434,3.5516672e-05,64
2023-10-03,2023-10-03 13:41:00+00:00,89,173.33,345,4.188295169018039e-05,89
2023-10-03,2023-10-03 13:42:00+00:00,35,173.27,310,2.6264933147772528e-05,35
2023-10-03,2023-10-03 13:43:00+00:00,48,173.19,262,3.0758340209879466e-05,48
2023-10-03,2023-10-03 13:44:00+00:00,10,173.29,252,1.4039197303640975e-05,10
2023-10-03,2023-10-03 13:45:00+00:00,49,173.29,203,3.1077088e-05,49
2023-10-03,2023-10-03 13:46:00+00:00,46,173.26,157,3.0110723675803213e-05,46
2023-10-03,2023-10-03 13:47:00+00:00,1,173.12,156,4.439584e-06,1
2023-10-03,2023-10-03 13:48:00+00:00,45,173.09,111,2.978163484746128e-05,45
2023-10-03,2023-10-03 13:49:00+00:00,77,173.35,34,3.895719149483587e-05,77
2023-10-03,2023-10-03 13:50:00+00:00,10,173.42,24,1.4039197303640975e-05,10
2023-10-03,2023-10-03 13:51:00+00:00,24,173.54,0,2.1749430940448624e-05,56
2023-10-04,2023-10-04 13:30:00+00:00,77,171.63,923,3.895719149483587e-05,77
2023-10-04,2023-10-04 13:31:00+00:00,77,171.78,846,3.895719149483587e-05,77
2023-10-04,2023-10-04 13:32:00+00:00,88,172.11,758,4.1646989521319884e-05,88
2023-10-04,2023-10-04 13:33:00+00:00,36,172.07,722,2.6637504e-05,36
2023-10-04,2023-10-04 13:34:00+00:00,78,172.28,644,3.920934423397525e-05,78
2023-10-04,2023-10-04 13:35:00+00:00,63,172.19,581,3.523810556574414e-05,63
2023-10-04,2023-10-04 13:36:00+00:00,71,172.13,510,3.74085997145974e-05,71
2023-10-04,2023-10-04 13:37:00+00:00,10,172.2,500,1.4039197303640975e-05,10
2023-10-04,2023-10-04 13:38:00+00:00,48,172.38,452,3.0758340209879466e-05,48
2023-10-04,2023-10-04 13:39:00+00:00,78,172.45,374,3.920934423397525e-05,78
2023-10-04,2023-10-04 13:40:00+00:00,73,172.41,301,3.7931822323651786e-05,73
2023-10-04,2023-10-04 13:41:00+00:00,10,172.32,291,1.4039197303640975e-05,10
2023-10-04,2023-10-04 13:42:00+00:00,10,172.23,281,1.4039197303640975e-05,10
2023-10-04,2023-10-04 13:43:00+00:00,35,172.15,246,2.6264933147772528e-05,35
2023-10-04,2023-10-04 13:44:00+00:00,78,172.23,168,3.920934423397525e-05,78
2023-10-04,2023-10-04 13:45:00+00:00,10,172.36,158,1.4039197303640975e-05,10
2023-10-04,2023-10-04 13:46:00+00:00,1,172.41,157,4.439584e-06,1
2023-10-04,2023-10-04 13:47:00+00:00,57,172.6,100,3.351812416147706e-05,57
2023-10-04,2023-10-04 13:48:00+00:00,89,172.68,11,4.188295169018039e-05,89
2023-10-04,2023-10-04 13:49:00+00:00,11,172.67,0,1.4724434353265188e-05,32
2023-10-06,2023-10-06 13:30:00+00:00,78,174.56,922,3.920934423397525e-05,78
2023-10-06,2023-10-06 13:31:00+00:00,46,175.06,876,3.0110723675803213e-05,46
2023-10-06,2023-10-06 13:32:00+00:00,77,175.0,799,3.895719149483587e-05,77
2023-10-06,2023-10-06 13:33:00+00:00,78,175.04,721,3.920934423397525e-05,78
2023-10-06,2023-10-06 13:34:00+00:00,36,174.68,685,2.6637504e-05,36
2023-10-06,2023-10-06 13:35:00+00:00,10,174.42,675,1.4039197303640975e-05,10
2023-10-06,2023-10-06 13:36:00+00:00,13,174.37,662,1.600714775372952e-05,13
2023-10-06,2023-10-06 13:37:00+00:00,89,174.19,573,4.188295169018039e-05,89
2023-10-06,2023-10-06 13:38:00+00:00,9,173.78,564,1.3318752e-05,9
2023-10-06,2023-10-06 13:39:00+00:00,45,173.72,519,2.978163484746128e-05,45
2023-10-06,2023-10-06 13:40:00+00:00,35,173.41,484,2.6264933147772528e-05,35
2023-10-06,2023-10-06 13:41:00+00:00,10,173.58,474,1.4039197303640975e-05,10
2023-10-06,2023-10-06 13:42:00+00:00,35,173.57,439,2.6264933147772528e-05,35
2023-10-06,2023-10-06 13:43:00+00:00,73,173.69,366,3.7931822323651786e-05,73
2023-10-06,2023-10-06 13:44:00+00:00,89,173.64,277,4.188295169018039e-05,89
2023-10-06,2023-10-06 13:45:00+00:00,56,173.96,221,3.3222804535606804e-05,56
2023-10-06,2023-10-06 13:46:00+00:00,45,174.1,176,2.978163484746128e-05,45
2023-10-06,2023-10-06 13:47:00+00:00,10,174.05,166,1.4039197303640975e-05,10
2023-10-06,2023-10-06 13:48:00+00:00,60,174.09,106,3.438886979217782e-05,60
2023-10-06,2023-10-06 13:49:00+00:00,12,174.05,94,1.5379170104939733e-05,12
2023-10-06,2023-10-06 13:50:00+00:00,35,173.79,59,2.6264933147772528e-05,35
2023-10-06,2023-10-06 13:51:00+00:00,35,173.99,24,2.6264933147772528e-05,35
2023-10-06,2023-10-06 13:52:00+00:00,24,173.88,0,2.1749430940448624e-05,35
2023-10-09,2023-10-09 13:30:00+00:00,78,176.85,922,3.920934423397525e-05,78
2023-10-09,2023-10-09 13:31:00+00:00,48,176.87,874,3.0758340209879466e-05,48
2023-10-09,2023-10-09 13:32:00+00:00,77,176.65,797,3.895719149483587e-05,77
2023-10-09,2023-10-09 13:33:00+00:00,27,176.31,770,2.30687551574096e-05,27
2023-10-09,2023-10-09 13:34:00+00:00,20,176.35,750,1.9854423231640855e-05,20
2023-10-09,2023-10-09 13:35:00+00:00,33,176.23,717,2.5503468412567888e-05,33
2023-10-09,2023-10-09 13:36:00+00:00,25,176.36,692,2.219792e-05,25
2023-10-09,2023-10-09 13:37:00+00:00,40,176.26,652,2.807839460728195e-05,40
2023-10-09,2023-10-09 13:38:00+00:00,89,176.2,563,4.188295169018039e-05,89
2023-10-09,2023-10-09 13:39:00+00:00,35,176.26,528,2.6264933147772528e-05,35
2023-10-09,2023-10-09 13:40:00+00:00,71,176.38,457,3.74085997145974e-05,71
2023-10-09,2023-10-09 13:41:00+00:00,49,176.4,408,3.1077088e-05,49
2023-10-09,2023-10-09 13:42:00+00:00,40,176.71,368,2.807839460728195e-05,40
2023-10-09,2023-10-09 13:43:00+00:00,21,176.74,347,2.0344729734114827e-05,21
2023-10-09,2023-10-09 13:44:00+00:00,7,176.83,340,1.174603518858138e-05,7
2023-10-09,2023-10-09 13:45:00+00:00,44,176.97,296,2.9448868706530376e-05,44
2023-10-09,2023-10-09 13:46:00+00:00,33,176.93,263,2.5503468412567888e-05,33
2023-10-09,2023-10-09 13:47:00+00:00,10,176.77,253,1.4039197303640975e-05,10
2023-10-09,2023-10-09 13:48:00+00:00,49,177.0,204,3.1077088e-05,49
2023-10-09,2023-10-09 13:49:00+00:00,10,177.08,194,1.4039197303640975e-05,10
2023-10-09,2023-10-09 13:50:00+00:00,40,177.07,154,2.807839460728195e-05,40
2023-10-09,2023-10-09 13:51:00+00:00,10,177.01,144,1.4039197303640975e-05,10
2023-10-09,2023-10-09 13:52:00+00:00,69,177.06,75,3.687795439582928e-05,69
2023-10-09,2023-10-09 13:53:00+00:00,10,177.04,65,1.4039197303640975e-05,10
2023-10-09,2023-10-09 13:54:00+00:00,10,177.16,55,1.4039197303640975e-05,10
2023-10-09,2023-10-09 13:55:00+00:00,49,177.12,6,3.1077088e-05,49
2023-10-09,2023-10-09 13:56:00+00:00,6,177.28,0,1.0874715470224312e-05,10
2023-10-16,2023-10-16 13:30:00+00:00,46,177.1,954,3.0110723675803213e-05,46
2023-10-16,2023-10-16 13:31:00+00:00,77,177.56,877,3.895719149483587e-05,77
2023-10-16,2023-10-16 13:32:00+00:00,77,177.73,800,3.895719149483587e-05,77
2023-10-16,2023-10-16 13:33:00+00:00,46,177.88,754,3.0110723675803213e-05,46
2023-10-16,2023-10-16 13:34:00+00:00,33,178.16,721,2.5503468412567888e-05,33
2023-10-16,2023-10-16 13:35:00+00:00,89,178.12,632,4.188295169018039e-05,89
2023-10-16,2023-10-16 13:36:00+00:00,33,178.15,599,2.5503468412567888e-05,33
2023-10-16,2023-10-16 13:37:00+00:00,44,178.35,555,2.9448868706530376e-05,44
2023-10-16,2023-10-16 13:38:00+00:00,89,178.31,466,4.188295169018039e-05,89
2023-10-16,2023-10-16 13:39:00+00:00,10,178.33,456,1.4039197303640975e-05,10
2023-10-16,2023-10-16 13:40:00+00:00,77,177.9,379,3.895719149483587e-05,77
2023-10-16,2023-10-16 13:41:00+00:00,77,178.33,302,3.895719149483587e-05,77
2023-10-16,2023-10-16 13:42:00+00:00,66,178.22,236,3.606735091660734e-05,66
2023-10-16,2023-10-16 13:43:00+00:00,33,177.89,203,2.5503468412567888e-05,33
2023-10-16,2023-10-16 13:44:00+00:00,10,177.66,193,1.4039197303640975e-05,10
2023-10-16,2023-10-16 13:45:00+00:00,10,177.38,183,1.4039197303640975e-05,10
2023-10-16,2023-10-16 13:46:00+00:00,10,177.42,173,1.4039197303640975e-05,10
2023-10-16,2023-10-16 13:47:00+00:00,10,177.44,163,1.4039197303640975e-05,10
2023-10-16,2023-10-16 13:48:00+00:00,82,177.5,81,4.020214297311267e-05,82
2023-10-16,2023-10-16 13:49:00+00:00,10,177.29,71,1.4039197303640975e-05,10
2023-10-16,2023-10-16 13:50:00+00:00,36,177.25,35,2.6637504e-05,36
2023-10-16,2023-10-16 13:51:00+00:00,35,177.31,0,2.6264933147772528e-05,89
2023-10-17,2023-10-17 13:30:00+00:00,78,176.96,922,3.920934423397525e-05,78
2023-10-17,2023-10-17 13:31:00+00:00,46,176.98,876,3.0110723675803213e-05,46
2023-10-17,2023-10-17 13:32:00+00:00,77,176.84,799,3.895719149483587e-05,77
2023-10-17,2023-10-17 13:33:00+00:00,78,176.71,721,3.920934423397525e-05,78
2023-10-17,2023-10-17 13:34:00+00:00,77,176.32,644,3.895719149483587e-05,77
2023-10-17,2023-10-17 13:35:00+00:00,35,176.39,609,2.6264933147772528e-05,35
2023-10-17,2023-10-17 13:36:00+00:00,10,176.15,599,1.4039197303640975e-05,10
2023-10-17,2023-10-17 13:37:00+00:00,10,176.2,589,1.4039197303640975e-05,10
2023-10-17,2023-10-17 13:38:00+00:00,33,176.29,556,2.5503468412567888e-05,33
2023-10-17,2023-10-17 13:39:00+00:00,77,176.18,479,3.895719149483587e-05,77
2023-10-17,2023-10-17 13:40:00+00:00,10,176.12,469,1.4039197303640975e-05,10
2023-10-17,2023-10-17 13:41:00+00:00,45,176.01,424,2.978163484746128e-05,45
2023-10-17,2023-10-17 13:42:00+00:00,20,175.98,404,1.9854423231640855e-05,20
2023-10-17,2023-10-17 13:43:00+00:00,10,175.87,394,1.4039197303640975e-05,10
2023-10-17,2023-10-17 13:44:00+00:00,20,175.78,374,1.9854423231640855e-05,20
2023-10-17,2023-10-17 13:45:00+00:00,49,175.65,325,3.1077088e-05,49
2023-10-17,2023-10-17 13:46:00+00:00,77,175.47,248,3.895719149483587e-05,77
2023-10-17,2023-10-17 13:47:00+00:00,33,175.51,215,2.5503468412567888e-05,33
2023-10-17,2023-10-17 13:48:00+00:00,89,175.29,126,4.188295169018039e-05,89
2023-10-17,2023-10-17 13:49:00+00:00,8,175.3,118,1.255703980818919e-05,8
2023-10-17,2023-10-17 13:50:00+00:00,10,175.25,108,1.4039197303640975e-05,10
2023-10-17,2023-10-17 13:51:00+00:00,10,175.23,98,1.4039197303640975e-05,10
2023-10-17,2023-10-17 13:52:00+00:00,77,175.13,21,3.895719149483587e-05,77
2023-10-17,2023-10-17 13:53:00+00:00,21,174.95,0,2.0344729734114827e-05,77
2023-10-24,2023-10-24 13:30:00+00:00,78,173.27,922,3.920934423397525e-05,78
2023-10-24,2023-10-24 13:31:00+00:00,79,173.31,843,3.945988572400361e-05,79
2023-10-24,2023-10-24 13:32:00+00:00,77,172.92,766,3.895719149483587e-05,77
2023-10-24,2023-10-24 13:33:00+00:00,71,172.59,695,3.74085997145974e-05,71
2023-10-24,2023-10-24 13:34:00+00:00,48,172.98,647,3.0758340209879466e-05,48
2023-10-24,2023-10-24 13:35:00+00:00,78,172.89,569,3.920934423397525e-05,78
2023-10-24,2023-10-24 13:36:00+00:00,89,172.76,480,4.188295169018039e-05,89
2023-10-24,2023-10-24 13:37:00+00:00,10,172.86,470,1.4039197303640975e-05,10
2023-10-24,2023-10-24 13:38:00+00:00,18,172.76,452,1.8835559712283782e-05,18
2023-10-24,2023-10-24 13:39:00+00:00,89,172.72,363,4.188295169018039e-05,89
2023-10-24,2023-10-24 13:40:00+00:00,45,172.95,318,2.978163484746128e-05,45
2023-10-24,2023-10-24 13:41:00+00:00,66,172.95,252,3.606735091660734e-05,66
2023-10-24,2023-10-24 13:42:00+00:00,10,172.87,242,1.4039197303640975e-05,10
2023-10-24,2023-10-24 13:43:00+00:00,40,172.85,202,2.807839460728195e-05,40
2023-10-24,2023-10-24 13:44:00+00:00,10,172.84,192,1.4039197303640975e-05,10
2023-10-24,2023-10-24 13:45:00+00:00,77,172.81,115,3.895719149483587e-05,77
2023-10-24,2023-10-24 13:46:00+00:00,46,172.59,69,3.0110723675803213e-05,46
2023-10-24,2023-10-24 13:47:00+00:00,45,172.76,24,2.978163484746128e-05,45
2023-10-24,2023-10-24 13:48:00+00:00,10,172.68,14,1.4039197303640975e-05,10
2023-10-24,2023-10-24 13:49:00+00:00,14,172.73,0,1.6611402267803402e-05,77
2023-10-27,2023-10-27 13:30:00+00:00,78,167.29,922,3.920934423397525e-05,78
2023-10-27,2023-10-27 13:31:00+00:00,77,167.54,845,3.895719149483587e-05,77
2023-10-27,2023-10-27 13:32:00+00:00,77,167.68,768,3.895719149483587e-05,77
2023-10-27,2023-10-27 13:33:00+00:00,77,168.0,691,3.895719149483587e-05,77
2023-10-27,2023-10-27 13:34:00+00:00,89,167.88,602,4.188295169018039e-05,89
2023-10-27,2023-10-27 13:35:00+00:00,33,167.74,569,2.5503468412567888e-05,33
2023-10-27,2023-10-27 13:36:00+00:00,33,167.84,536,2.5503468412567888e-05,33
2023-10-27,2023-10-27 13:37:00+00:00,48,167.77,488,3.0758340209879466e-05,48
2023-10-27,2023-10-27 13:38:00+00:00,13,167.87,475,1.600714775372952e-05,13
2023-10-27,2023-10-27 13:39:00+00:00,78,167.87,397,3.920934423397525e-05,78
2023-10-27,2023-10-27 13:40:00+00:00,13,167.45,384,1.600714775372952e-05,13
2023-10-27,2023-10-27 13:41:00+00:00,10,167.42,374,1.4039197303640975e-05,10
2023-10-27,2023-10-27 13:42:00+00:00,77,167.63,297,3.895719149483587e-05,77
2023-10-27,2023-10-27 13:43:00+00:00,89,167.88,208,4.188295169018039e-05,89
2023-10-27,2023-10-27 13:44:00+00:00,77,168.36,131,3.895719149483587e-05,77
2023-10-27,2023-10-27 13:45:00+00:00,45,168.42,86,2.978163484746128e-05,45
2023-10-27,2023-10-27 13:46:00+00:00,39,168.25,47,2.7725193193721555e-05,39
2023-10-27,2023-10-27 13:47:00+00:00,47,168.11,0,3.043625447346687e-05,56
2023-11-14,2023-11-14 13:30:00+00:00,49,186.8,951,3.1077088e-05,49
2023-11-14,2023-11-14 13:31:00+00:00,8,187.67,943,1.255703980818919e-05,8
2023-11-14,2023-11-14 13:32:00+00:00,10,187.71,933,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:33:00+00:00,33,187.46,900,2.5503468412567888e-05,33
2023-11-14,2023-11-14 13:34:00+00:00,10,187.21,890,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:35:00+00:00,33,187.15,857,2.5503468412567888e-05,33
2023-11-14,2023-11-14 13:36:00+00:00,28,187.22,829,2.349207037716276e-05,28
2023-11-14,2023-11-14 13:37:00+00:00,89,187.12,740,4.188295169018039e-05,89
2023-11-14,2023-11-14 13:38:00+00:00,10,187.1,730,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:39:00+00:00,13,187.15,717,1.600714775372952e-05,13
2023-11-14,2023-11-14 13:40:00+00:00,40,187.33,677,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:41:00+00:00,10,187.67,667,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:42:00+00:00,40,187.71,627,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:43:00+00:00,40,187.55,587,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:44:00+00:00,40,187.67,547,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:45:00+00:00,77,187.66,470,3.895719149483587e-05,77
2023-11-14,2023-11-14 13:46:00+00:00,89,187.55,381,4.188295169018039e-05,89
2023-11-14,2023-11-14 13:47:00+00:00,10,187.56,371,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:48:00+00:00,40,187.6,331,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:49:00+00:00,10,187.63,321,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:50:00+00:00,40,187.7,281,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:51:00+00:00,69,187.85,212,3.687795439582928e-05,69
2023-11-14,2023-11-14 13:52:00+00:00,40,187.85,172,2.807839460728195e-05,40
2023-11-14,2023-11-14 13:53:00+00:00,89,188.04,83,4.188295169018039e-05,89
2023-11-14,2023-11-14 13:54:00+00:00,50,188.1,33,3.139259952047298e-05,50
2023-11-14,2023-11-14 13:55:00+00:00,10,187.81,23,1.4039197303640975e-05,10
2023-11-14,2023-11-14 13:56:00+00:00,23,187.77,0,2.1291496897594777e-05,40
2023-11-15,2023-11-15 13:30:00+00:00,46,188.84,954,3.0110723675803213e-05,46
2023-11-15,2023-11-15 13:31:00+00:00,36,188.49,918,2.6637504e-05,36
2023-11-15,2023-11-15 13:32:00+00:00,52,188.2,866,3.201429550745904e-05,52
2023-11-15,2023-11-15 13:33:00+00:00,18,188.15,848,1.8835559712283782e-05,18
2023-11-15,2023-11-15 13:34:00+00:00,76,188.1,772,3.870339601472016e-05,76
2023-11-15,2023-11-15 13:35:00+00:00,7,188.16,765,1.174603518858138e-05,7
2023-11-15,2023-11-15 13:36:00+00:00,33,188.13,732,2.5503468412567888e-05,33
2023-11-15,2023-11-15 13:37:00+00:00,45,187.9,687,2.978163484746128e-05,45
2023-11-15,2023-11-15 13:38:00+00:00,40,187.75,647,2.807839460728195e-05,40
2023-11-15,2023-11-15 13:39:00+00:00,89,187.77,558,4.188295169018039e-05,89
2023-11-15,2023-11-15 13:40:00+00:00,40,187.9,518,2.807839460728195e-05,40
2023-11-15,2023-11-15 13:41:00+00:00,10,187.88,508,1.4039197303640975e-05,10
2023-11-15,2023-11-15 13:42:00+00:00,7,187.86,501,1.174603518858138e-05,7
2023-11-15,2023-11-15 13:43:00+00:00,40,187.83,461,2.807839460728195e-05,40
2023-11-15,2023-11-15 13:44:00+00:00,10,187.69,451,1.4039197303640975e-05,10
2023-11-15,2023-11-15 13:45:00+00:00,60,187.7,391,3.438886979217782e-05,60
2023-11-15,2023-11-15 13:46:00+00:00,10,187.68,381,1.4039197303640975e-05,10
2023-11-15,2023-11-15 13:47:00+00:00,12,187.78,369,1.5379170104939733e-05,12
2023-11-15,2023-11-15 13:48:00+00:00,10,187.83,359,1.4039197303640975e-05,10
2023-11-15,2023-11-15 13:49:00+00:00,49,187.9,310,3.1077088e-05,49
2023-11-15,2023-11-15 13:50:00+00:00,36,187.92,274,2.6637504e-05,36
2023-11-15,2023-11-15 13:51:00+00:00,40,187.92,234,2.807839460728195e-05,40
2023-11-15,2023-11-15 13:52:00+00:00,10,187.86,224,1.4039197303640975e-05,10
2023-11-15,2023-11-15 13:53:00+00:00,40,187.82,184,2.807839460728195e-05,40
2023-11-15,2023-11-15 13:54:00+00:00,40,187.86,144,2.807839460728195e-05,40
2023-11-15,2023-11-15 13:55:00+00:00,22,187.86,122,2.0823494760659942e-05,22
2023-11-15,2023-11-15 13:56:00+00:00,10,187.84,112,1.4039197303640975e-05,10
2023-11-15,2023-11-15 13:58:00+00:00,89,187.87,23,4.188295169018039e-05,89
2023-11-15,2023-11-15 13:59:00+00:00,23,187.84,0,2.1291496897594777e-05,72
2023-11-29,2023-11-29 13:30:00+00:00,61,190.9,939,3.4674259497160366e-05,61
2023-11-29,2023-11-29 13:31:00+00:00,7,190.93,932,1.174603518858138e-05,7
